Title	Presenters	Description	Audio	URL																				
SL09123 The Scandal in the Practice: Joseph Smith as Religious Performer	Trevor Luke	Joseph Smith’s prophetic identity is rooted in part in his assumption of a biblical prophetic role like that of Moses or Elijah. Some Latter-day Saints have been troubled by the seeming contradiction of his involvement in magic. This paper seeks to demonstrate how tension between current notions of appropriate religious practice and historical data on Smith continues to shape critical and apologetic assessments of his claims. It will also raise questions about the utility of the term “pious fraud” in characterizing Joseph's religious activities.	SL09123	http://sunstonemagazine.com/audio/SL09123.mp3																				
SL09124 Sex and the Heavenly Mother: Human Implications of Divine Embodiment	Margaret M. Toscano	"Without apology, Mormons proclaim their belief that both God the Father and Jesus Christ are embodied beings with separate identities. While a belief in a Heavenly Mother is also an official doctrine of the LDS Church, her nature and divine status are less clear. In addition, the introduction of a Heavenly Mother raises the troubling question of divine sexuality. How literally should we view divine embodiment? Is a female God necessary to elevate the status of women? Why has the transcendent God usually been pictured as male? Since women have traditionally been linked with the body and the earth, is it necessary to redeem the idea of embodiment itself in order to redeem women’s position? Does eternal embodiment limit eternal progression or enhance it? Is personhood possible without a gendered body?"	SL09124	http://sunstonemagazine.com/audio/SL09124.mp3																				
SL09131 Panel. Is Priesthood Necessary for Women to Have Full Equality in the LDS Church?	"Janice Allred, Margaret M. Toscano, Sonja Farnsworth, Taryn Nelson Seawright"	"The issue of women and priesthood inevitably emerges in discussions about women’s roles in Mormonism since the priesthood is the organizing principle for everything in the LDS Church from ordinances to missionary work. If women do not have access to priesthood, can they have full equality or fully utilize their gifts in the Church? We will have panelists who represent various positions: 1) women have priesthood and should be allowed to exercise it in the Church, 2) women’s priesthood functions on a private level, 3) women don’t need priesthood to fully use their spiritual gifts in the Church, 4) motherhood for women is the equivalent of priesthood for men"	SL09131	http://sunstonemagazine.com/audio/SL09131.mp3																				
SL09132 Panel: Mormons and Mediums: LDS Women’s Pursuit of Mediated and Non-mediated Communication with the Dead	"Carolyn Campbell, Deloris Beynon, Laura L. Bush, Doe Daughtrey, Pepper Gregory"	"This panel will explore Mormon women’s mediated and non-mediated experiences with their dead ancestors, as well as personal and cultural biases for and against communicating with the dead. Beynon and Gregory will discuss how their faith journeys have been shaped by both their work as mediums and their experience as Mormons. They will also discuss how they see their particular spiritual gifts contributing to Mormon culture. Bush and Daughtrey will explore the reasons contemporary Mormon women (such as they and others) pursue direct or indirect experiences with the dead outside of traditional Mormon practices, either through developing their own psychic gifts or through the mediation of a medium."	SL09132	http://sunstonemagazine.com/audio/SL09132.mp3																				
SL09133 Panel: Possibilities in Mormon Feminism	"Stephanie Snyder, Aaron Taylor, Kynthia Taylor, Sheila Taylor"	"Abstract This panel will explore several issues in Mormon feminism, making use of scripture, feminist philosophy/critical theory, and theology. Questions we will examine include an analysis of the Mormon readings of Eve\'s role in the Eden story, subjectivity and embodiment in Mormonism, and connections between relational understandings of God in mainstream feminist theology and LDS teachings. In doing this, we hope to not only delve into specific issues of Mormon feminism, but also to illustrate the variety of approaches available for future work in the area."	SL09133	http://sunstonemagazine.com/audio/SL09133.mp3																				
SL09134 Panel: Natural Childbirth: The Contemporary Mormon Women’s Natural Response: “No Way!”	"Kimberly Mellen, Rachel Leavitt, Alyssa Cole, Adrianna Costello-Martin, Becky McInnis, Vance Mellen"	"This panel will discuss why contemporary Mormon women have such strong feelings about this topic, how it defines the beginning of our journeys as mothers, how it might reflect LDS dependence on male authority figures in our decision-making, and the diminishing importance of midwifery roles within the LDS community from the early pioneer days when they were held in such spiritual esteem."	SL09134	http://sunstonemagazine.com/audio/SL09134.mp3																				
SL09151 A Price Far Above Rubies vs. Eight Cows: What’s a Virtuous Woman Worth?	Holly Welker	"Produced by BYU in 1969, the short film Johnny Lingo is often cited as a wise, compassionate story of male sensitivity to female identity, a positive demonstration of how to foster female self-worth. But the story hinges on the idea that a woman’s self-esteem is based on the price she commands in a financial transaction between men, not on any internal sense of who she is. This paper will present a close reading of the film, examine some implications of this financial transaction, and consider more realistic and modern ways than the barter system of encouraging female self-respect."	SL09151	http://sunstonemagazine.com/audio/SL09151.mp3																				
SL09152 Repeating History: Comparing the 1953 and 2008 Raids on FLDS	Ken Driggs	"In July 1953, Arizona Governor Howard Pyle ordered police action against the Fundamentalist Mormons in the remote village of Short Creek. Pyle told the public he wanted “to protect the lives and futures of 263 children” in a community “dedicated to the production of white slaves.” The raid was an expensive failure and cost Pyle his office. In April 2008, Schleicher County, Texas authorities raided the 1700-acre YFZ Ranch and seized 439 FLDS children with almost identical justification and results. Both raids played to the same stereotypes, drove the FLDS inward, and were financial disasters for the states. Didn’t anybody read history?"	SL09152	http://sunstonemagazine.com/audio/SL09152.mp3																				
SL09154 Immersed in All Things Mormon— Except the Font	Jeffrey Needle	"Of the making of conversion stories there is no end. There is, however, a surprising lack of non-conversion stories. In particular, when a person has been immersed in Mormon studies for as long as I’ve been, how have I escaped the waters of baptism? This paper takes a kind but firm look at the several overarching reasons why I’m not a member. I begin with my puzzlement over why Mormonism begins with a sound spiritual message and then mucks it up with all kinds of distractions, and move on to other puzzlements about the Church’s teaching versus its practice."	SL09154	http://sunstonemagazine.com/audio/SL09154.mp3																				
SL09161 Drat! Mythed Again: The Strange Persistence of Certain Questionable Teachings in Today’s Mormonism [Partial]	Steve Warren	"For mainstream Latter-day Saints to foul up occasionally on doctrinal questions is no big deal. We all do it. But when a questionable teaching originates from the Church’s top leaders, it becomes a larger problem. That’s because in today’s Church, we tend to treat concepts as true merely because they come from the prophet, First Presidency, or Twelve. Ere long, the dubious doctrines or teachings creep into manuals, magazines, classes, and talks, and we’re stuck with them. In this session, I will explore twelve questionable teachings that have been propounded by top Church leaders and have been widely believed. By examining them, perhaps we can magnify our capacity to detect and weed out other dubious teachings."	SL09161	http://sunstonemagazine.com/audio/SL09161.mp3																				
SL09162 Is Heavenly Mother a Member of the Godhead? [Partial]	Janice Allred	"Feminist theologians have responded to the feminist challenge to an exclusively male God by exploring the feminine attributes of God, pointing out feminine metaphors describing God, and seeking to develop a more inclusive language to speak about God. The Mormon doctrine of divine embodiment requires that Mormon theologians go further. Our teaching that God the Father is an embodied male who is the literal father of our spirits requires that a heavenly mother exist, but is she a member of the Godhead? This paper will look critically at the Mormon-Christian doctrine of the Godhead and present an interpretation of the scriptures that includes God the Mother in the Godhead."	SL09162	http://sunstonemagazine.com/audio/SL09162.mp3																				
SL09163 Study Aids for Bible Lovers	William J. (Jack) Worlton	"This session will expand on the 7th Article of Faith: “We believe the Bible to be the word of God as far as it is translated correctly.” To understand the Bible requires considerable study, not only because of translation issues but because books of the Bible were written by people who lived as many as three thousand years ago in cultures not even remotely similar to our own, in languages that few readers now understand, and translated from manuscripts whose originals no longer exist. Fortunately, there is a large growth industry whose mission is to provide aids for Bible study. Unfortunately, many are sectarian and intend to persuade rather than to enlighten. This session will analyze the nature of the problems facing Bible students and Bible lovers and offer some suggestions to make the Bible more accessible."	SL09163	http://sunstonemagazine.com/audio/SL09163.mp3																				
SL09164 A Prospectus for Women: Comparing Church History of the Blacks and the Priesthood to Priesthood Authority for Women	Melanny Cowley	"This paper argues that Church history demonstrates that policies and procedures related to priesthood authority have evolved in the past and will continue to evolve in the future. By comparing official Church rhetoric about the priesthood both before and after the removal of the ban, one can analyze the rhetoric about women’s place within both the Church and the religious family structure. How can we create more gender consciousness within the organization?"	SL09164	http://sunstonemagazine.com/audio/SL09164.mp3																				
SL09171 Panel: Author Meets Critics: Nauvoo Polygamy	"Newell G. Bringhurst, Marianne T. Watson, Cheryl Lund Bruno, George D. Smith"	"This panel discussion brings together scholars, readers, and thinkers familiar with George Smith’s recent book Nauvoo Polygamy ... “but we called it celestial marriage.”"	SL09171	http://sunstonemagazine.com/audio/SL09171.mp3																				
"SL09172 Panel: Big Love’s Temple Episode: What the Controversy Shows about the World, the Church, and Ourselves"	"Hugo Olaiz, David C. Knowlton, Margaret M. Toscano, John-Charles Duffy"	"On 15 March 2009, HBO’s series Big Love depicted parts of the LDS temple endowment ceremonies. Although Deseret News editor Joel Campbell called the portrayal “religious pornography,” and a campaign was launched to boycott HBO, some Mormons felt the depiction was in good taste—even inspiring. We will shift away from the HBO depiction to explore the debate surrounding the show, asking ourselves: What does the controversy say about how the world perceives the Church, the Church perceives the world, and how Mormons perceive themselves? The temple ceremony itself will not be discussed."	SL09172	http://sunstonemagazine.com/audio/SL09172.mp3																				
SL09173 Panel: Creating Mormon Women:_Portraits and Conversations	"Kent Miles, Catherine M. Stokes, Victoria Fong Kesler, Angela Cummings, Emma Lou Warner Thayne"	"Mormon Women: Portraits &amp; Conversations, a new book by the late James N. Kimball and Kent Miles, published by Handcart Books, is the basis for this presentation. The book includes first-person interviews with fourteen Mormon women from around the world who talk about their life experience within an LDS context. Miles will discuss the book, its lessons, format, and contribution to LDS literature and culture."	SL09173	http://sunstonemagazine.com/audio/SL09173.mp3																				
SL09174 Panel: Counting to Infinity: How Blogging Helps Process the Travails and Triumphs of Motherhood [Partial]	"Tresa Edmunds, Lisa Butterworth, Melanie Franti, Shelah Miner, Janet Garrard-Willis, Rachael Lauritzen, Taryn Nelson Seawright"	"The term “Mommy Blog” has been used to define as well as cordon off writing about motherhood from “serious” blogging. Nonetheless, blogs about mothering flourish as an online medium where women write about, process, and compare notes on the experiences, challenges, and joys of mothering. Why has this focus in blogging taken off and kept going—and spawned satire sites? This panel of FeministMormonHousewives.com bloggers will tell us what they think."	SL09174	http://sunstonemagazine.com/audio/SL09174.mp3																				
SL09191 Panel: The Dynamics of Power and Authority in the LDS Church	"Jana D. Riess, Darius Gray, Dale E. Luffman, D. Michael Quinn, Michael J. Stevens"	"Who exercises power and authority in the LDS Church? What matters about who's inside and who's outside the current power structure? Our panel will explore the personal, spiritual, and institutional implications of the current power dynamics in the LDS Church and discuss what other models and approaches might be possible.We'll hear from panelists on many sides of the issue—an LDS woman whose access to power in the Church is either informal or primarily as a recipient; a black man who first experienced exclusion from exercising power and then inclusion after the 1978 revelation on blacks and the priesthood; a Community of Christ apostle whose denomination wrestled with the issue and subsequently opened the priesthood to women; and a gay man whose use of priesthood is somewhat tenuous and contingent upon foregoing committed same-sex relationships to remain in good standing with the Church. Finally, we'll hear from an organizational psychologist who will analyze the power dynamics in the Church and the ramifications to the organization for including and excluding some individuals from the power/authority structure."	SL09191	http://sunstonemagazine.com/audio/SL09191.mp3																				
SL09201 Creating Greater Spiritual Harmony in Your Home through Principles of Good Interior Design	Lamar Lisman	"Many principles of well-executed interior design flow in exact harmony with Gospel principles. More than just establishing a house of order, by surrounding ourselves with beauty, we can enrich our lives and the lives of others. Families and children are especially impacted by their interior surroundings. Effectively designed interior spaces not only promote feelings of calm, rest, and repose, but they also can also produce enthusiasm, energy, and motivation. By applying basic interior design principles of color, scale, and proportion, it is possible to achieve a visual harmony in our homes that is in concert with the Gospel."	SL09201	http://sunstonemagazine.com/audio/SL09201.mp3																				
"SL09211 A Woman of Sorrows, Acquainted with Grief"	Dale E. Luffman	"It is time! It is time to acknowledge and confess as faith communities the pressures and restrictions women often experience in religious culture. Texts of scripture provide divine guidance and inspired insight for life when responsibly interpreted and faithfully applied. However, texts must be read, overheard, and absorbed so that lives lived might be both formed and transformed by the witness of scripture. This can happen in the act of proclamation. What will be proclaimed is a word about and through the main character, Tamar, David's daughter who is raped by her brother Amnon.In this powerful text, many of the controlling issues of patriarchy and the subjection of women, which severely limit the options women can exercise, are exposed. The implications of this text for women in church and culture are immense. Here is a text of terror that has the potential of lancing our comfort and complicity with things as they are and our inclinations to suppress what is just by not rocking the boat."	SL09211	http://sunstonemagazine.com/audio/SL09211.mp3																				
SL09212 Women in the LDS Church Handbook of Instructions	Lavina Fielding Anderson	"The Church Handbook of Instructions is supposedly off-limits to all members of the Church (especially Vol. 1, which is reserved for priesthood leaders), but women are less likely than men to be able to consult it. Still, it impacts their lives in numerous ways, especially in terms of policies and procedures about which they are not informed and into which they had no input but which they can unknowingly trespass. This paper will compare the 2006 CHI with its 1999 counterpart, especially modifications and changes. It will also explore the larger context of hierarch and member in which, presumably, most of the active roles are assigned to the hierarch and most of the passive roles to the member. What assumptions are made about gender roles that, though not expressed in specific policies, still affect the view of women and men differentially in the Handbook?"	SL09212	http://sunstonemagazine.com/audio/SL09212.mp3																				
SL09214 A Currency of Faith: Taking Stock in Utah County’s Dream Mine [Partial]	Kevin Cantera	"In 1894, John Hyrum Koyle began digging the Dream Mine on a mountaintop in central Utah. Koyle, who was a Mormon bishop at the time, claimed he had been shown where to dig by Moroni, the same heavenly messenger who had led Mormon founder Joseph Smith to unearth the golden plates. Moroni visited Koyle in a dream and showed him nine enormous caverns inside the mountain containing countless piles of gold. Moroni told Koyle that the gold would remain hidden in the caves until an unspecified time preceding the Second Coming of Jesus Christ. At that moment of chaos, Koyle and his followers would unearth the gold and it would support the financially-troubled LDS Church through the Last Days. This paper investigates the nature of belief in the Dream Mine, which remains fervent more than one hundred years later. Although shareholders’ dreams are perpetually deferred, believers tap into a rich vein of folklore that runs through Mormon cosmology. This presentation will consider how Dream Mine belief has evolved in a changing economic, political, and religious landscape and demonstrate that the faithful find sustenance in the Mormon past while simultaneously embracing modern worldviews that extend beyond mainstream Mormonism."	SL09214	http://sunstonemagazine.com/audio/SL09214.mp3																				
SL09215 Church Historical Sites and the Construction of Testimony	Barry Laga	"I embarked on my own Mormon pilgrimage in an effort to understand religious declarations of faith as expressed in Church historical sites, particularly in Vermont, New York, and Missouri. First, I will examine how, in their attempt to restore Mormon historical sites, the LDS Church creates simulacra, sites where the representations have only a tangential relationship to reality. However, despite the “constructedness” of these historical restorations, these fabrications have real effects. Second, I also discuss how the tours construct testimony, especially evident in their three-step presentations that move from historical context, to didactic moral lesson, to spiritual declarations."	SL09215	http://sunstonemagazine.com/audio/SL09215.mp3																				
SL09223 Alexander Hale Smith: The Far West Son of Joseph and Emma Smith [Partial]	"Ron Romig (read by Rene Romig), Gracia N. Jones"	"The presentation will provide a visual biographical review of Alexander Hale Smith's life, with special emphasis on interaction with his extended Smith family and encounters with Utah Mormons during his life and ministry."	SL09223	http://sunstonemagazine.com/audio/SL09223.mp3																				
SL09224 Violent Grammar of the Atonement [Partial]	Joshua Madson	"There is a saying that ""bad theology leads to bad morality."" Most explanations of the atonement lead to a belief in a deity who supports or uses violence to redeem the world. These theories not only justify violence but argue for a God whose nature is at odds with the God manifest in the life and teachings of Jesus of Nazareth. Such theories not only obfuscate the nature of God but reduce Jesus to an empty vessel whose purpose seems more in line with a sacrificial animal than an actual individual with a vocation or work to perform. It disconnects Jesus\' life, where we encounter his actual words, deeds, and his vision of God\'s kingdom, and instead gives us an icon. This in turn allows us to justify our own violent actions in the world. I will look at a number of scriptural passages arguing for a new interpretation not based upon the myth of redemptive violence. I will also show historical examples of how atonement theology interplays with conflicts of war and other acts of violence."	SL09224	http://sunstonemagazine.com/audio/SL09224.mp3																				
SL09225 Sidney Rigdon: The Baptist Years (1817–1830)	Scott Kenney	"For most of his public ministry, Joseph Smith’s closest advisor was former Baptist minister and evangelist Sidney Rigdon. The prophet was uncomfortable with public speaking while the Baptist was a seasoned orator and the leader of the largest group of converts. Sidney was named Joseph’s spokesman at their first meeting. What attracted him to the new movement? What qualified him to become the public face of Mormonism so early? And years before the Spalding theory of the Book of Mormon origins was advanced, why did Baptists suspect Rigdon of being the real founder of Mormonism? (The Spalding theory itself is not discussed in this paper.)"	SL09225	http://sunstonemagazine.com/audio/SL09225.mp3																				
SL09231 Panel: Why We Stay	"J. Frederick (Toby) Pingree, Vickie Stewart Eastman, Bill Hansen, Kathleen Cattani, Dan Wotherspoon, Emma Lou Warner Thayne"	"This perennially well-received session features the stories of those who have chosen to remain active, dedicated Latter-day Saints even in the face of many difficult challenges to traditional faith. How have these members wrestled with their faith and yet emerged more determined than ever to be a part of the Latter-day Saint community?"	SL09231	http://sunstonemagazine.com/audio/SL09231.mp3																				
SL09232 Power to the Purple: The Poetry of Mary Bradford and Friends [Partial]	"Mary Lythgoe Bradford, Verabel (Belle) Cluff, Paul Swenson, Robert A. Rees, Brent Corcoran, Dixie Barlow"	"Since adolescence, I have squirreled away poems in drawers, files, journals, sometimes even publishing some. Susan Elizabeth Howe and Robert Rees read and criticized my entire oeuvre and helped me choose those poems worthy of inclusion in a published collection. Then I took the poems to Anam Cara, Sue Booth Forbes \paradisiacal writers\ and artists\ retreat in southwestern Ireland. I have asked a few poets who encouraged me to read one poem of mine and one poem of theirs in celebration of my first poetry collection: PURPLE."	SL09232	http://sunstonemagazine.com/audio/SL09232.mp3																				
SL09233 Panel: Supporting Special Needs Children and Young Adults in the Church [Partial]	"Joe Geisner, Charlene Durham, Jeni Grossman, Tresa Edmunds, Amy Nelson, Elayne Potter Pearson, Brent Johns"	"This panel brings parents, leaders, and advocates together to discuss the challenges and joys of bringing up special needs children and young adults in the Church. Given the lay nature of LDS leadership, teachers and advisors in a church setting may not have previous experience working with special needs children. What can leaders and individual members do to help and support parents and children at church? What expertise can parents share with leaders to help make church activity a positive experience? What resources exist for special needs children/youth?"	SL09233	http://sunstonemagazine.com/audio/SL09233.mp3																				
SL09234 Panel: Divine Malfeasance [Partial]	"Holly Welker, Michael J. Stevens, Doe Daughtrey, Stephen Carter, Parker Blount"	"Richard Nixon claimed, “If the president does it, it’s not illegal,"" a tenet of Christianity seems to be, “If God does it, it’s not evil.” Thus, the destruction of most of humanity in the flood isn’t genocide but compassionate loving-kindness (Noah and animals saved, rainbows); the command that Abraham kill his son isn’t psychological cruelty or conspiracy to commit murder but compassionate loving-kindness (ram in thicket). Holocaust victims tried God for crimes against humanity; the satirical website The Onion reported a lawsuit against God for breach of promise. Should Mormons follow suit? What do we gain if we consider seriously the concept of divine malfeasance? What do we lose?"	SL09234	http://sunstonemagazine.com/audio/SL09234.mp3																				
SL09235 Twenty-five Years Since the Revelation on Women; Women and the Priesthood: The Community of Christ Experience and the Invisible Ties that Bind [Partial]	William D. Russell	"In April 1984, RLDS Church President Dr. Wallace B. Smith presented to the church’s World Conference a proposed revelation which, among other things, called for the church to begin ordaining women. The issue had been festering in the church for at least fifteen years and was very controversial. Approximately twenty percent of the delegates voted against the motion to accept the document as a revelation to be included in the Doctrine and Covenants, and approximately the same percentage of active members ceased their involvement in the church as a result. It was a watershed moment in the history of the RLDS Church (since 2001 the Community of Christ), and the church today is in some ways difficult to recognize compared to the church that existed a generation ago. Robin K. LinkhartCommunity of Christ’s Section 156 was canonized in 1984. This paper will explore traditional Christian patriarchal hierarchy, Latter Day Saint organizational culture, and the journey of women breaking new ground as ordained ministers in the Community of Christ. Seventy Robin K. Linkhart, missionary coordinator for the West Central USA Mission Field, will share her personal experience."	SL09235	http://sunstonemagazine.com/audio/SL09235.mp3																				
"SL09251 Mapping Mormon Issues: Conspiracy, Delusion or Revelation? The 180-year Controversy Over the Book of Mormon Witnesses"	Don Bradley	"Did Joseph Smith hypnotize the Book of Mormon witnesses? Did he palm off copper or tin plates on them as gold? Were their experiences visions, physical perceptions of ancient artifacts, or the fabrications of a conspiracy? Each of these explanations has been proffered since the witnesses laid down their challenge in the summer of 1829. In my paper, part of Sunstone’s Mapping Mormon Issues project, I’ll explore this controversy—its origin, unfolding, and future. I’ll point out where the attempted explanations have succeeded and where they have failed, identify overlooked evidence, and offer new perspective on the debate and the meaning of these foundational experiences."	SL09251	http://sunstonemagazine.com/audio/SL09251.mp3																				
SL09252 Toward a Feminist Mormon Midrash: The Prodigal Daughter and Other Imaginative Readings of Scripture [Partial]	Robert A. Rees	"How would our understanding of scriptural parables, allegories, and narratives, as well as Church history, be enlarged and enlightened if told through a woman’s understanding and experience? Taking as a model the imaginative expansions and extrapolations of scripture by ancient Jewish rabbis and contemporary Jewish women, this session invites Latter-day Saints to re-imagine their scripture, history, and tradition from a feminist point of view and with a feminist sensibility (as least as far as one man can imagine it!)."	SL09252	http://sunstonemagazine.com/audio/SL09252.mp3																				
SL09253 Oh My Heck! Don’t Tell Anyone You Haven’t Read That Book!	"Tom Kimball, Margaret Blair Young, Mike Atha"	"Wondering what to read? Come argue with Tom Kimball, Signature Books’ marketing nerd and outgoing book review editor for the Journal of Mormon History, about the best books on various subjects. Tom will critique the best books on biography, documentary, contemporary issues, polygamy, regional studies, apologetics, and Mormon fiction. What looks good, what looks bad, what sidestepped the past 30 years of scholarship and what is the book you missed that you simply can’t live without?"	SL09253	http://sunstonemagazine.com/audio/SL09253.mp3																				
SL09254 From the Militarism of Nauvoo to a Contemporary Peace Church—A Difficult But Important Journey for the Community of Christ?	Andrew Bolton	"Latter Day Saint militarism peaked in Nauvoo with the 5,000-strong Nauvoo Legion under the command of Lt. General Joseph Smith Jr. Militarism also appears to be correlated with patriarchy and in Nauvoo included both the beginning of polygamy and resistance to it by women led by Emma Smith through the Women’s Relief Society. This paper argues that, perhaps influenced more by his mother Emma than his father, Joseph III laid the foundations in the Reorganized Church of Jesus Christ of Latter Day Saints (RLDS) of a possible peace church as he and others reacted against the militarism and polygamy of Nauvoo. This paper analyzes the Reorganization/Community of Christ’s difficult journey to embrace both the equal role of women and the pursuit of peace."	SL09254	http://sunstonemagazine.com/audio/SL09254.mp3																				
SL09255 Embracing a Trilogy of Soul Mates	Michael Farnworth	"This paper will explore what happens when the unconscious feminine energy in males, marriages, institutions and the Divine remains ignored and denigrated. The resulting imbalance leads away from perfection and a wholeness. There exists a spiritual imperative to embrace the soul mate of the self, the marriage, and the Divine. In each developmental union, the feminine and masculine energies are balanced, the ego is displaced, and the shadow is owned instead of blamed on others. Otherwise, we remain a house divided, fragmented, and disconnected. The resulting dysfunction is manifested on all levels of our lives: personally, relationally, spiritually, and institutionally."	SL09255	http://sunstonemagazine.com/audio/SL09255.mp3																				
SL09261 Us-Them Tribalism and Early Mormonism [Partial]	D. Michael Quinn	"For half a century, both LDS and non-LDS writers have referred in passing to “tribal"" characteristics of Mormonism. As far as he knows, the presenter now gives the first examination of academic concepts of tribalism as they seem to apply to the Restoration movement. For convenience of time, emphasis is on the Joseph Smith period. This session's paper will be followed by Q&A."	SL09261	http://sunstonemagazine.com/audio/SL09261.mp3																				
SL09262 From Revelation to Repetition: The Decline of Dreams as Revelatory Experience in Contemporary Mormon Discourse	Hugo Olaiz	"Historically, revelatory dreams have played an important role in Mormonism, protecting, guiding, and encouraging the Saints—especially during trials. In this paper, I will analyze revelatory dreams as discussed by general authorities since 1971. My analysis will suggest that dreams are still considered revelatory and used in the context of telling faith-promoting stories—but with a difference: While leaders once were eager to share with the church their most personal intimations, more recent leaders have retreated to a less charismatic mode, preferring to retell famous dreams from the past rather than sharing their own."	SL09262	http://sunstonemagazine.com/audio/SL09262.mp3																				
SL09263 The “LDS” Purity Myth [Partial]	D’arcy Benincosa	"The LDS Church has long advocated virginity and sexual abstinence until marriage. Has virginity become a type of cult? This paper will also explore the connection between chastity and pornography for both men and women. What happens when a woman's primary value is sexual, through motherhood, wifedom, and chastity? Is there a way to defend your sexuality, take control of it, without breaking the commandments set forth? How should young women be taught about sex? What should they be taught about their bodies? How should single women live their lives without being nuns and burying sexual desires?"	SL09263	http://sunstonemagazine.com/audio/SL09263.mp3																				
SL09264 Cross at the Cross: LDS Contempt for the Christian Symbol	Michael G. Reed	"The cross taboo was a late development in Mormon history, manifesting itself at the grass-roots level around the 1900s and later being institutionalized as protocol in the 1950s by President David O. McKay. Previously, many Saints used and promoted the symbol in its visual and material form. This paper will explain why the early Mormon mainstream did not initially buy into the anti-cross polemics that typically came from American Protestants during the time that the Church was organized. Additionally, I will illuminate how and why the cross aversion later came about."	SL09264	http://sunstonemagazine.com/audio/SL09264.mp3																				
SL09271 Panel: Religious Tribalism in the Larger Society	"D. Michael Quinn, Colleen McDannell, David C. Knowlton, Jan Shipps"	"From the perspective of the religious traditions in which they were raised, panelists will discuss various dimensions of the question of religious tribalism as it has existed and as it has interacted with the larger society (however each panelist may choose to define each). Discussion among panelists will be followed by Q&A with the audience."	SL09271	http://sunstonemagazine.com/audio/SL09271.mp3																				
SL09273 Panel: Community of Christ Principles of Church History: A Turning Point and a Good Example?	"Lavina Fielding Anderson, Andrew Bolton, Gary James Bergera"	"Unlike the Community of Christ, the LDS Church has no formally defined history principles, but it does have fairly clear positions enunciated by officials on various levels toward various historical events and attitudes. This panel discusses the origins and implementation of these nine principles in the Community of Christ with particular attention to the questions: What problems are these principles supposed to solve? If there were a parallel LDS set of principles, what would they say, and what principles are they supposed to solve? How are both approaches working so far? What might be some unintended consequences for both faith movements?"	SL09273	http://sunstonemagazine.com/audio/SL09273.mp3																				
SL09274 Panel: A Murder of Editors	"Stephen Carter, Shelah Miner, Angela Hallstrom, Mike Hunter, Kristine Haglund"	Playwright and film director David Mamet writes that “art flourishes in times of struggle.” A panel of editors from various Mormon magazines and journals will discuss the role struggle has played in the writings they have recently published. They will also discuss the struggle of their publications to meet and prosper from the challenges of the new media age.	SL09274	http://sunstonemagazine.com/audio/SL09274.mp3																				
SL09275 Panel: Bridging Stereotypes Through Blogging	"Kevin L. Barney, Carol Hamer, Lisa Butterworth, Cheryl Lund Bruno, Melanie Franti"	"Picture a Mormon woman. Many specific traits come to mind, some profound, some superficial. Even if many of the stereotypical traits fit, they don't fit everyone, and sometimes they fit in unexpected ways. Blogging helps to break down stereotypes because superficial barriers like age, race, economic class, and geographic location are stripped away, and people meet others who wouldn't normally be in the same real-life social community. By exchanging ideas and stories, whole categories of people—that one person might ordinarily have mentally filed as ""other""—come to life. Because blogging isn't just broadcasting but is two-way communication, the blogger challenges other people's prejudices about her at the same time as she expands her own horizons by learning about others. Mormon women bloggers have seized their ambassador role with gusto, showing the diversity of the Mormon community while finding common ground with people in other communities."	SL09275	http://sunstonemagazine.com/audio/SL09275.mp3																				
SL09291 Pillars of My Faith	"William S. Bradshaw, Lisa Tensmeyer Hansen"	"This is Sunstone’s perennially best-attended session. Hear speakers share the events and concepts that animate their religious lives; a little soul-baring, a little spiritual journey, a little intellectual testimony-bearing. This self-reflective night is about the things that matter most, plus spirited congregational hymn-singing."	SL09291	http://sunstonemagazine.com/audio/SL09291.mp3																				
SL09301 Devotional: Hope is the Thing With Feathers	Frances Lee Menlove	"“Hope is the thing with feathers, that perches in the soul.” Emily Dickinson We need hope as our companion as we try to navigate through our rapidly changing and often unstable world. Can we get control of violence before we destroy ourselves? Can we take care of the planet before we destroy it? Can we re-imagine human flourishing? Hope keeps the future open. Hope is one of the virtues (faith, hope, and charity) and, at least in my life, needs shoring up. We will focus on hope during this devotional and strive for a renewal of hope using scripture, story, and even a bit of planet-saving poetry."	SL09301	http://sunstonemagazine.com/audio/SL09301.mp3																				
SL09311 The Changing General Conference Rhetoric of the Latter-day Saint Prophets	Richard N. Armstrong	"Joseph Smith set the doctrinal table of Mormonism, and a number of succeeding prophets regularly paid homage to him and his distinctive ideas. However, beginning most identifiably with David O. McKay, presidential general conference rhetoric became less devoted to Joseph Smith's ideas and more devoted to more traditional and historic common Christian themes."	SL09311	http://sunstonemagazine.com/audio/SL09311.mp3																				
SL09312 Panel: In Memoriam: Truman G. Madsen	"Karen Marguerite Moloney, Bill Heersink, Claudia L. Bushman, Donald Q. Cannon, Jake Zollinger, Charles Randall Paul, Robert A. Rees, Bill Bradshaw, Gordon Madsen"	"Truman Madsen left a significant imprint on Mormon theology and philosophy. Come hear from friends, colleagues, and former students about the lessons learned from this influential Mormon thinker. Following panelists’ remarks, audience members will also have time to share their remembrances."	SL09312	http://sunstonemagazine.com/audio/SL09312.mp3																				
